row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales_usd,quantity,discount,profit_usd,delivery_days,sales_inr,profit_inr,usd_to_inr
8509,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0,61.33,3,"15,698.86","5,494.60",89.59
8510,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0,31.50,3,"11,287.44","2,821.86",89.59
8511,CA-2015-135853,2015-12-11,2015-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,23.00,2,0,10.35,3,"2,060.57",927.26,89.59
8512,CA-2016-103359,2016-12-22,2016-12-26,Standard Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.58,2,0.2,8.95,4,"2,292.07",802.22,89.59
8513,CA-2016-144645,2016-02-02,2016-02-08,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.78,2,0.6,77.47,6,"6,610.31","6,940.82",89.59
8514,CA-2017-141614,2017-06-05,2017-06-09,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Orlando,Florida,32839,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,20.74,4,0.2,7.26,4,"1,857.74",650.21,89.59
8515,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",17.52,3,0,8.23,5,"1,569.62",737.72,89.59
8516,CA-2015-122168,2015-08-21,2015-08-26,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",35.76,12,0,10.01,5,"3,203.74",897.05,89.59
8517,CA-2016-132899,2016-04-07,2016-04-11,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,3.64,2,0,0.98,4,326.11,88.05,89.59
8518,CA-2017-149720,2017-06-04,2017-06-07,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034,Central,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.34,6,0.6,17.44,3,"2,717.80","1,562.74",89.59
8519,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0,1.56,6,"1,163.77",139.65,89.59
8520,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",182.22,3,0,45.56,6,"16,325.09","4,081.27",89.59
8521,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0,18.18,6,"27,140.39","1,628.42",89.59
8522,CA-2016-141887,2016-01-11,2016-01-15,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.99,14,0.2,8.94,4,"4,926.73",800.59,89.59
8523,US-2016-160206,2016-04-01,2016-04-07,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0,0.26,6,"1,163.77",23.28,89.59
8524,CA-2017-133074,2017-09-21,2017-09-25,Standard Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",55.86,7,0,27.93,4,"5,004.50","2,502.25",89.59
8525,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.38,2,0.4,7.40,0,"3,975.65",662.61,89.59
8526,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,51.26,6,0.2,7.69,0,"4,592.74",688.91,89.59
8527,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.19,3,0.7,3.46,0,465.24,310.16,89.59
8528,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.98,2,0.2,44.00,0,"14,332.97","3,941.57",89.59
8529,CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.22,2,0.2,3.39,0,"4,857.93",303.62,89.59
8530,CA-2017-137624,2017-11-10,2017-11-17,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Los Angeles,California,90008,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.42,2,0.2,36.21,7,"21,629.18","3,244.38",89.59
8531,CA-2016-156748,2016-11-30,2016-12-06,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,6,"2,988.72","1,494.36",89.59
8532,CA-2016-156748,2016-11-30,2016-12-06,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0,6.33,6,"1,232.76",567.07,89.59
8533,CA-2016-156748,2016-11-30,2016-12-06,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,496.86,7,0,24.84,6,"44,513.69","2,225.68",89.59
8534,CA-2016-156748,2016-11-30,2016-12-06,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,389.97,3,0,35.10,6,"34,937.41","3,144.37",89.59
8535,CA-2015-169677,2015-01-13,2015-01-15,Second Class,KS-16300,Karen Seio,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2,0,4.81,2,879.77,431.09,89.59
8536,US-2014-163146,2014-05-16,2014-05-20,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Francisco,California,94122,West,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.40,3,0,3.38,4,"5,052.88",303.17,89.59
8537,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.31,4,0.7,12.21,4,"1,640.57","1,093.71",89.59
8538,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,25.92,5,0.2,9.07,4,"2,322.17",812.76,89.59
8539,CA-2015-157343,2015-06-07,2015-06-11,Standard Class,HD-14785,Harold Dahlen,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.02,3,0.2,1.00,4,718.15,89.77,89.59
8540,CA-2017-147354,2017-03-09,2017-03-13,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.98,2,0.2,60.00,4,"43,001.77","5,375.22",89.59
8541,CA-2017-147354,2017-03-09,2017-03-13,Standard Class,KB-16315,Karl Braun,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,5,0.2,9.64,4,"2,762.96",863.42,89.59
8542,CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",33.57,2,0.2,1.68,1,"3,007.36",150.37,89.59
8543,CA-2015-157287,2015-12-22,2015-12-23,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,422.63,7,0.3,0.00,1,"37,862.97",0.00,89.59
8544,CA-2014-137575,2014-08-06,2014-08-11,Standard Class,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.99,5,"17,916.21","7,524.81",89.59
8545,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,0,8.70,4,"1,813.30",779.72,89.59
8546,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.18,4,"3,576.43","1,001.40",89.59
8547,CA-2016-119074,2016-03-27,2016-03-31,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",32.54,2,0,15.94,4,"2,915.26","1,428.48",89.59
8548,CA-2015-149566,2015-12-05,2015-12-10,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,39.00,3,0,17.55,5,"3,494.01","1,572.30",89.59
8549,CA-2015-149566,2015-12-05,2015-12-10,Standard Class,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,12.60,4,0,6.05,5,"1,128.83",541.84,89.59
8550,CA-2015-126186,2015-09-11,2015-09-12,First Class,GB-14530,George Bell,Corporate,United States,Aurora,Colorado,80013,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,24.64,4,0.2,4.00,1,"2,207.50",358.72,89.59
8551,CA-2015-121132,2015-07-17,2015-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10002368,Office Supplies,Labels,Avery 479,6.26,3,0.2,2.04,7,561.19,182.39,89.59
8552,CA-2015-121132,2015-07-17,2015-07-24,Standard Class,VB-21745,Victoria Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,14.43,4,0.2,3.43,7,"1,292.96",307.08,89.59
8553,CA-2014-140473,2014-05-30,2014-06-03,Standard Class,MC-17425,Mark Cousins,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,719.98,3,0.2,135.00,4,"64,502.65","12,094.25",89.59
8554,US-2017-102904,2017-11-13,2017-11-20,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Decatur,Alabama,35601,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,239.92,8,0,23.99,7,"21,494.43","2,149.44",89.59
8555,CA-2016-102092,2016-12-09,2016-12-11,First Class,PM-18940,Paul MacIntyre,Consumer,United States,Springfield,Virginia,22153,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables","1,056.86",7,0,158.53,2,"94,684.09","14,202.61",89.59
8556,CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,447.94,7,0.2,89.59,0,"40,131.30","8,026.26",89.59
8557,CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,Debra Catini,Consumer,United States,Plantation,Florida,33317,South,OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",150.41,9,0.2,33.84,0,"13,475.05","3,031.89",89.59
8558,CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.58,3,0.2,39.69,3,"40,635.87","3,555.64",89.59
8559,CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",45.36,9,0.2,14.74,3,"4,063.80","1,320.74",89.59
8560,CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,3,0.2,35.99,3,"25,791.17","3,223.90",89.59
8561,CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,131.88,3,0.2,14.84,3,"11,815.13","1,329.20",89.59
8562,CA-2016-132829,2016-12-23,2016-12-26,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.33,2,0.6,0.76,3,208.57,67.78,89.59
8563,CA-2016-123540,2016-04-02,2016-04-06,Second Class,DJ-13420,Denny Joy,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,"1,454.90",5,0,378.27,4,"1,30,344.49","33,889.57",89.59
8564,US-2017-108315,2017-04-30,2017-05-04,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,32771,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",4.84,3,0.7,3.55,4,433.79,318.12,89.59
8565,US-2017-108315,2017-04-30,2017-05-04,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,32771,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,220.70,6,0.2,8.28,4,"19,772.87",741.48,89.59
8566,CA-2016-134110,2016-11-17,2016-11-18,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056,Central,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,67.18,3,0.2,6.72,1,"6,018.30",601.83,89.59
8567,CA-2016-134110,2016-11-17,2016-11-18,First Class,BG-11035,Barry Gonzalez,Consumer,United States,The Colony,Texas,75056,Central,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.23,4,0.2,5.52,1,"1,364.63",494.68,89.59
8568,US-2016-136581,2016-11-10,2016-11-12,First Class,SV-20365,Seth Vernon,Consumer,United States,Troy,Ohio,45373,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,31.10,6,0.2,10.89,2,"2,786.61",975.31,89.59
8569,CA-2016-162390,2016-12-06,2016-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,968.74,7,0.2,314.84,6,"86,789.77","28,206.68",89.59
8570,CA-2016-162390,2016-12-06,2016-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,222.35,13,0.2,77.82,6,"19,920.52","6,972.18",89.59
8571,CA-2016-162390,2016-12-06,2016-12-12,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Hempstead,New York,11550,East,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.98,2,0.2,90.00,6,"43,001.77","8,062.83",89.59
8572,CA-2016-162222,2016-04-03,2016-04-03,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,75081,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,10.27,3,0.2,3.21,0,920.27,287.58,89.59
8573,CA-2014-121629,2014-11-28,2014-12-02,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77041,Central,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85,5,0.4,199.77,4,"89,486.97","17,897.39",89.59
8574,CA-2015-164623,2015-10-20,2015-10-22,First Class,MS-17770,Maxwell Schwartz,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,2,0,11.54,2,"2,200.33","1,034.16",89.59
8575,CA-2014-159849,2014-09-19,2014-09-19,Same Day,JK-15640,Jim Kriz,Home Office,United States,San Francisco,California,94110,West,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67,3,0,0.11,0,507.98,10.16,89.59
8576,CA-2017-101273,2017-08-27,2017-08-30,Second Class,ST-20530,Shui Tom,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,14.34,4,0.2,0.90,3,"1,284.36",80.27,89.59
8577,CA-2017-106747,2017-07-03,2017-07-04,First Class,TS-21505,Tony Sayre,Consumer,United States,Concord,New Hampshire,3301,East,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.30,1,0,26.60,1,"9,165.06","2,382.91",89.59
8578,CA-2017-146164,2017-12-22,2017-12-26,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",607.52,2,0,97.20,4,"54,427.72","8,708.43",89.59
8579,CA-2017-146164,2017-12-22,2017-12-26,Standard Class,CM-12190,Charlotte Melton,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,31.16,2,0,7.79,4,"2,791.62",697.91,89.59
8580,CA-2016-111605,2016-12-27,2017-01-02,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Louisville,Kentucky,40214,South,OFF-LA-10002368,Office Supplies,Labels,Avery 479,2.61,1,0,1.20,6,233.83,107.56,89.59
8581,CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,10.33,3,0.6,5.94,2,925.64,532.25,89.59
8582,CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.37,2,0.2,3.63,2,928.87,325.10,89.59
8583,CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,20.78,2,0.2,3.64,2,"1,862.04",325.86,89.59
8584,CA-2014-130673,2014-05-20,2014-05-22,Second Class,MC-17590,Matt Collister,Corporate,United States,San Marcos,Texas,78666,Central,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,5,0.2,13.39,2,"5,998.95","1,199.79",89.59
8585,CA-2014-104808,2014-02-04,2014-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.25,2,0.2,6.04,4,"1,545.25",540.84,89.59
8586,US-2017-132927,2017-12-09,2017-12-15,Standard Class,RD-19720,Roger Demir,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.09,7,0.7,8.13,6,993.37,728.47,89.59
8587,CA-2017-162015,2017-07-11,2017-07-18,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,"1,287.45",5,0,244.62,7,"1,15,342.65","21,915.10",89.59
8588,CA-2017-162015,2017-07-11,2017-07-18,Standard Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90049,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.10,5,0,43.71,7,"15,060.08","3,915.62",89.59
8589,CA-2015-138492,2015-05-15,2015-05-22,Standard Class,FC-14335,Fred Chung,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,51.97,2,0.2,10.39,7,"4,655.81",931.16,89.59
8590,CA-2017-145338,2017-01-29,2017-02-01,First Class,BD-11770,Bryan Davis,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.77,2,0.2,0.48,3,427.17,42.72,89.59
8591,CA-2017-126676,2017-09-29,2017-10-01,First Class,FH-14365,Fred Hopkins,Corporate,United States,Hempstead,New York,11550,East,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,7.98,3,0,3.91,2,714.93,350.31,89.59
8592,CA-2017-101700,2017-04-23,2017-04-26,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,18.69,2,0.2,7.01,3,"1,674.26",627.85,89.59
8593,CA-2017-101700,2017-04-23,2017-04-26,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,80634,West,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",11.66,3,0.2,3.35,3,"1,044.98",300.43,89.59
8594,CA-2017-159667,2017-11-09,2017-11-13,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,32216,South,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,191.98,3,0.2,38.40,4,"17,199.13","3,439.83",89.59
8595,CA-2017-159667,2017-11-09,2017-11-13,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,32216,South,TEC-PH-10004094,Technology,Phones,Motorola L703CM,499.17,4,0.2,31.20,4,"44,720.46","2,795.03",89.59
8596,CA-2014-111934,2014-05-05,2014-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88,2,0,5.35,2,"1,064.33",478.95,89.59
8597,CA-2014-111934,2014-05-05,2014-05-07,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,35.44,1,0,16.66,2,"3,175.07","1,492.28",89.59
8598,US-2016-117387,2016-10-27,2016-10-31,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,67.14,4,0.2,25.18,4,"6,014.71","2,255.52",89.59
8599,CA-2014-141110,2014-11-26,2014-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4.32,3,0.2,1.51,5,387.03,135.46,89.59
8600,CA-2014-141110,2014-11-26,2014-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3,0,7.02,5,"1,338.47",629.08,89.59
8601,CA-2014-141110,2014-11-26,2014-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,40.54,2,0,11.35,5,"3,631.98","1,016.95",89.59
8602,CA-2014-141110,2014-11-26,2014-12-01,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Fresno,California,93727,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.31,1,0.2,2.56,5,655.08,229.28,89.59
8603,US-2014-133949,2014-12-31,2014-12-31,Same Day,JL-15175,James Lanier,Home Office,United States,Reno,Nevada,89502,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,475.94,7,0.2,59.49,0,"42,639.82","5,329.98",89.59
8604,US-2016-116365,2016-01-03,2016-01-08,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2,0.2,5.26,5,"2,694.87",471.60,89.59
8605,US-2016-116365,2016-01-03,2016-01-08,Standard Class,CA-12310,Christine Abelman,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.60,3,0.2,6.21,5,"14,836.10",556.35,89.59
